"","TAIR","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","Log2fc_.leaf_FLT.v.leaf_GC.","Log2fc_.leaf_FLT.v.root_FLT.","Log2fc_.leaf_FLT.v.root_GC.","Log2fc_.leaf_GC.v.root_FLT.","Log2fc_.leaf_GC.v.root_GC.","Log2fc_.root_FLT.v.root_GC.","Log2fc_.leaf_GC.v.leaf_FLT.","Log2fc_.root_FLT.v.leaf_FLT.","Log2fc_.root_GC.v.leaf_FLT.","Log2fc_.root_FLT.v.leaf_GC.","Log2fc_.root_GC.v.leaf_GC.","Log2fc_.root_GC.v.root_FLT."
"71","AT1G04020","ATBARD1","Encodes a protein containing two tandem BRCA1 C-Terminal (BRCT) domains, which function in phosphorylation-dependent proteinprotein interactions.Loss of function mutations cause defects in meristem organization due to failure to repress WUS. BARD1 binds to WUS promoter and over expression of BARD reduces the extent of WUS expression.","NM_001331456",839329,"3702.AT1G04020.1","GO:0003824, GO:0004842, GO:0005622, GO:0005634, GO:0005886, GO:0006139, GO:0006259, GO:0006281, GO:0006310, GO:0006325, GO:0006351, GO:0006357, GO:0006366, GO:0006464, GO:0006473, GO:0006629, GO:0006631, GO:0006633, GO:0006807, GO:0006928, GO:0006950, GO:0006996, GO:0007049, GO:0008152, GO:0008283, GO:0009058, GO:0009987, GO:0016020, GO:0016043, GO:0016070, GO:0016874, GO:0019219, GO:0019538, GO:0032991, GO:0040011, GO:0042995, GO:0043226, GO:0043234, GO:0044238, GO:0044464, GO:0050789, GO:0050896, GO:0051179, GO:0051726, GO:0065007, GO:0071840",-0.072667688,-0.124233851,-0.170333666,-0.051566163,-0.097665978,-0.046099815,0.072667688,0.124233851,0.170333666,0.051566163,0.097665978,0.046099815
"72","AT1G04030",NA,NA,"NM_001331457",839326,NA,NA,-1.315033033,0.365961642,-1.498732491,1.680994675,-0.183699458,-1.864694134,1.315033033,-0.365961642,1.498732491,-1.680994675,0.183699458,1.864694134
"73","AT1G04050","SDG13","Encodes SUVR1, one of the four closely related Arabidopsis SUVR proteins that belong to the SU(VAR)3-9 subgroup of SET-domain proteins.  Proteins containing the evolutionarily conserved SET domain are involved in regulation of eukaryotic gene expression and chromatin structure through their histone lysine methyltransferase (HMTase) activity.  SUVR1, SUVR2 and SUVR4 proteins contain a novel domain at their N-terminus, and a SUVR specific region preceding the SET domain.  Localized to the nucleolus, maybe involved in regulation of rRNA expression.","NM_001331458",839320,"3702.AT1G04050.1",NA,-0.869625941,0.247743661,-0.771936229,1.117369602,0.097689712,-1.019679889,0.869625941,-0.247743661,0.771936229,-1.117369602,-0.097689712,1.019679889
"74","AT1G04070","ATTOM22-I","Subunit of the TOM complex, a translocase in the outer mitochondrial membrane that selectively allows proteins with a mitochondrial targeting sequence to enter the mitochondrion.","NM_100288",839317,"3702.AT1G04070.1","GO:0005215, GO:0005622, GO:0005737, GO:0005739, GO:0006605, GO:0006810, GO:0006839, GO:0006886, GO:0006996, GO:0007005, GO:0008104, GO:0009987, GO:0015031, GO:0016020, GO:0016021, GO:0016043, GO:0022857, GO:0032991, GO:0043226, GO:0043234, GO:0044464, GO:0051179, GO:0071840",-0.732939868,-0.315127125,-0.708752154,0.417812742,0.024187714,-0.393625028,0.732939868,0.315127125,0.708752154,-0.417812742,-0.024187714,0.393625028
"75","AT1G04100","IAA10","Auxin induced gene, IAA10 (IAA10).","NM_100291",839290,"3702.AT1G04100.1",NA,-0.595054285,-0.135907839,-0.588120605,0.459146446,0.00693368,-0.452212765,0.595054285,0.135907839,0.588120605,-0.459146446,-0.00693368,0.452212765
"76","AT1G04130","AtTPR2",NA,"NM_001331464",839276,NA,"GO:0006457, GO:0006950, GO:0008152, GO:0019538, GO:0044238, GO:0050896",-0.252624232,-0.566633111,-0.209150497,-0.314008879,0.043473735,0.357482614,0.252624232,0.566633111,0.209150497,0.314008879,-0.043473735,-0.357482614
"77","AT1G04230",NA,NA,"NM_001331469",839575,NA,NA,-0.003212167,0.034634509,0.078888795,0.037846676,0.082100963,0.044254287,0.003212167,-0.034634509,-0.078888795,-0.037846676,-0.082100963,-0.044254287
"78","AT1G04240","IAA3","SHY2/IAA3 regulates multiple auxin responses in roots. It is induced rapidly by IAA, and has been shown to be phosphorylated by oat phytochrome A in vitro.","NM_001331470",839570,"3702.AT1G04240.1",NA,0.108323167,-0.462200684,0.515930364,-0.570523852,0.407607197,0.978131048,-0.108323167,0.462200684,-0.515930364,0.570523852,-0.407607197,-0.978131048
"79","AT1G04260","MPI7","Encodes protein that interacts with CaMV movement protein.  Colocalizes in the cytoplasm with the movement protein.  Has similarity to mammalian proteins (such as the rat PRA1) which have been described as rab acceptors.","NM_100307",839565,"3702.AT1G04260.1","GO:0006810, GO:0006886, GO:0015031, GO:0016192, NA",-0.149548566,0.182041469,-0.039105581,0.331590035,0.110442985,-0.22114705,0.149548566,-0.182041469,0.039105581,-0.331590035,-0.110442985,0.22114705
"80","AT1G04290",NA,NA,"NM_001331472",839552,NA,NA,-0.215972506,-0.118545868,0.024236474,0.097426638,0.24020898,0.142782343,0.215972506,0.118545868,-0.024236474,-0.097426638,-0.24020898,-0.142782343
"81","AT1G04360",NA,NA,"NM_100316",839540,NA,"GO:0006464, GO:0006508, GO:0008152, GO:0009056, GO:0009987, GO:0019538, GO:0044238",-2.608423909,-0.036892039,-2.637401855,2.57153187,-0.028977946,-2.600509816,2.608423909,0.036892039,2.637401855,-2.57153187,0.028977946,2.600509816
"82","AT1G04390",NA,NA,"NM_001331477",839530,NA,NA,-0.04640259,-0.06264423,0.005776115,-0.01624164,0.052178705,0.068420344,0.04640259,0.06264423,-0.005776115,0.01624164,-0.052178705,-0.068420344
"83","AT1G04503",NA,NA,NA,NA,NA,"",0.283011596,0.118088137,0.469191508,-0.164923459,0.186179912,0.351103371,-0.283011596,-0.118088137,-0.469191508,0.164923459,-0.186179912,-0.351103371
"84","AT1G04540",NA,NA,"NM_100333",839498,NA,NA,-1.345940762,-0.145037693,-1.350949567,1.200903069,-0.005008804,-1.205911874,1.345940762,0.145037693,1.350949567,-1.200903069,0.005008804,1.205911874
"85","AT1G04590",NA,NA,"NM_100338",839484,NA,"GO:0003676, GO:0003723, GO:0003824, GO:0004672, GO:0004675, GO:0004872, GO:0005215, GO:0005488, GO:0006464, GO:0006468, GO:0006810, GO:0006886, GO:0008152, GO:0015031, GO:0016301, GO:0016740, GO:0019199, GO:0019538, GO:0022857, GO:0044238, GO:0051179",-0.172405707,-0.076259122,-0.234565277,0.096146585,-0.06215957,-0.158306155,0.172405707,0.076259122,0.234565277,-0.096146585,0.06215957,0.158306155
"86","AT1G04700",NA,NA,"NM_001331493",839437,NA,"",-1.853223263,-0.054647146,-2.162862138,1.798576117,-0.309638875,-2.108214992,1.853223263,0.054647146,2.162862138,-1.798576117,0.309638875,2.108214992
"87","AT1G04710","KAT1","EC2.3.1.16 thiolase.","NM_100351",839434,"3702.AT5G46240.1","GO:0003824, GO:0006464, GO:0006473, GO:0008152, GO:0016407, GO:0016740, GO:0016746, GO:0019538, GO:0044238",1.205578515,-0.022459027,1.22487499,-1.228037541,0.019296475,1.247334017,-1.205578515,0.022459027,-1.22487499,1.228037541,-0.019296475,-1.247334017
"88","AT1G04730","CTF18","Necessary for sister chromatid cohesion. Acts in synergy with ETG1.","NM_001331495",839431,"3702.AT1G04730.1","GO:0003676, GO:0003678, GO:0003824, GO:0004386, GO:0005488, GO:0006139, GO:0006259, GO:0006281, GO:0006310, GO:0008152, GO:0044238",-0.16163859,0.529248816,-0.163849427,0.690887405,-0.002210838,-0.693098243,0.16163859,-0.529248816,0.163849427,-0.690887405,0.002210838,0.693098243
"89","AT1G04790",NA,NA,"NM_100357",839412,NA,"",1.035272544,-0.279292413,1.057736084,-1.314564956,0.02246354,1.337028496,-1.035272544,0.279292413,-1.057736084,1.314564956,-0.02246354,-1.337028496
"90","AT1G04830",NA,NA,"NM_001197979",839404,NA,"GO:0003824, GO:0003924, GO:0005488, GO:0005515, GO:0005622, GO:0006139, GO:0006796, GO:0006807, GO:0006810, GO:0006886, GO:0006996, GO:0008047, GO:0008104, GO:0008152, GO:0009056, GO:0009987, GO:0015031, GO:0016043, GO:0016192, GO:0016462, GO:0016787, GO:0019219, GO:0019220, GO:0030234, GO:0044238, GO:0044464, GO:0050789, GO:0050790, GO:0051179, GO:0065007, GO:0065009, GO:0071840",-0.29264808,-0.016961473,-0.236114229,0.275686607,0.056533851,-0.219152756,0.29264808,0.016961473,0.236114229,-0.275686607,-0.056533851,0.219152756
"91","AT1G04837",NA,NA,NA,NA,NA,"",-0.061355141,-0.03628917,0.225852837,0.025065971,0.287207979,0.262142007,0.061355141,0.03628917,-0.225852837,-0.025065971,-0.287207979,-0.262142007
"92","AT1G04900",NA,NA,"NM_100368",839386,NA,"GO:0006139, GO:0006461, GO:0006796, GO:0006807, GO:0008152, GO:0009987, GO:0016043, GO:0044085, GO:0044238, GO:0070271, GO:0071840, GO:0019538",-0.56211282,0.153529488,-0.493837182,0.715642308,0.068275638,-0.64736667,0.56211282,-0.153529488,0.493837182,-0.715642308,-0.068275638,0.64736667
"93","AT1G04940","atTIC20","Tic20 is believed to function as a component of the protein-conducting channel at the inner envelope membrane. Genes AT1G04940 and AT1G04945 were switched for the TAIR7 genome release to give consistency with MIPs annotation.","NM_100372",839374,NA,NA,2.279699334,-0.082285943,2.294210673,-2.361985278,0.014511339,2.376496617,-2.279699334,0.082285943,-2.294210673,2.361985278,-0.014511339,-2.376496617
"94","AT1G04945",NA,NA,"NM_001083990",5007664,NA,NA,-0.505714803,-0.265657473,-0.443114159,0.240057329,0.062600644,-0.177456685,0.505714803,0.265657473,0.443114159,-0.240057329,-0.062600644,0.177456685
"95","AT1G04960",NA,NA,"NM_001083992",839346,NA,"",0.283748869,0.044787475,0.254222016,-0.238961394,-0.029526853,0.209434542,-0.283748869,-0.044787475,-0.254222016,0.238961394,0.029526853,-0.209434542
"96","AT1G04985",NA,NA,"NM_001331508",839352,NA,NA,0.882554369,-0.152447047,0.978594381,-1.035001416,0.096040012,1.131041428,-0.882554369,0.152447047,-0.978594381,1.035001416,-0.096040012,-1.131041428
"97","AT1G05070",NA,NA,"NM_100386",839330,NA,NA,0.59726563,-0.100047011,0.797291139,-0.69731264,0.200025509,0.897338149,-0.59726563,0.100047011,-0.797291139,0.69731264,-0.200025509,-0.897338149
"98","AT1G05090",NA,NA,"NM_100388",839327,NA,NA,-0.324858882,0.222001208,-0.466371774,0.54686009,-0.141512891,-0.688372982,0.324858882,-0.222001208,0.466371774,-0.54686009,0.141512891,0.688372982
"99","AT1G05170",NA,NA,"NM_001083993",839292,NA,"GO:0003824, GO:0006412, GO:0006464, GO:0006486, GO:0008152, GO:0016740, GO:0016757, GO:0019538, GO:0044238",0.274973757,-0.901725232,0.19545556,-1.176698989,-0.079518197,1.097180792,-0.274973757,0.901725232,-0.19545556,1.176698989,0.079518197,-1.097180792
"100","AT1G05183",NA,NA,NA,NA,NA,"",-0.060949011,-0.095518494,-0.13030436,-0.034569483,-0.069355349,-0.034785866,0.060949011,0.095518494,0.13030436,0.034569483,0.069355349,0.034785866
"101","AT1G05190","emb2394",NA,"NM_100397",839273,NA,"GO:0003676, GO:0003723, GO:0003735, GO:0005198, GO:0005488, GO:0006412, GO:0008152, GO:0009058, GO:0009987, GO:0019538, GO:0044238",4.690379586,-0.086280837,4.917624401,-4.776660423,0.227244815,5.003905238,-4.690379586,0.086280837,-4.917624401,4.776660423,-0.227244815,-5.003905238
"102","AT1G05205",NA,NA,"NM_100399",839266,NA,NA,-0.426715669,0.022413589,-0.482261012,0.449129259,-0.055545343,-0.504674601,0.426715669,-0.022413589,0.482261012,-0.449129259,0.055545343,0.504674601
"103","AT1G05460","SDE3","Encodes a protein with similarity to RNA helicases. Mutants are defective in post-transcriptional gene silencing.","NM_001331549",837047,"3702.AT1G05460.1","GO:0000398, GO:0003676, GO:0003677, GO:0003678, GO:0003697, GO:0003724, GO:0003824, GO:0004386, GO:0004518, GO:0004521, GO:0005488, GO:0006139, GO:0006259, GO:0006260, GO:0006351, GO:0006357, GO:0006366, GO:0006397, GO:0006399, GO:0006401, GO:0007049, GO:0008152, GO:0009987, GO:0016070, GO:0016787, GO:0016788, GO:0019538, GO:0044238, GO:0019219, GO:0050789, GO:0065007",0.303827735,0.042412606,0.290604013,-0.26141513,-0.013223722,0.248191408,-0.303827735,-0.042412606,-0.290604013,0.26141513,0.013223722,-0.248191408
"104","AT1G05523",NA,NA,NA,NA,NA,"",-0.577713766,-1.680882856,-0.755384064,-1.10316909,-0.177670298,0.925498792,0.577713766,1.680882856,0.755384064,1.10316909,0.177670298,-0.925498792
"105","AT1G05560","UGT1","A UDP-glucose transferase localized in the phragmoplast.  It has been co-purified with the callose synthase complex and may transfer UDP-glucose from sucrose synthase to the callose synthase and thus help form a substrate channel for the synthesis of callose at the forming cell plate. Induced by salicylic acid. Independent of NPR1 for their induction by salicylic acid. UGT1 encodes a protein with glucosyltransferase activity with high sequence homology to UGT2 (AT1G05530). It belongs to an UGT subfamily that binds UDP-glucose but not UDP-glucuronate, UDP-galactose, or UDP-rhamnose as the glycosyl donor. UGT1 was shown to be able to use abscisic acid as glycosylation substrate in the presence of UDP-glucose. UGT1/UGT75B1 catalyzes the formation of the p-aminobenzoate-glucose ester in vitro and in vivo. It appears to be the enzyme predominantly responsible for pABA-Glc formation in Arabidopsis based on assays in leaves, flowers, and siliques.","NM_001331554",837058,"3702.AT1G05560.1","GO:0003824, GO:0005622, GO:0008152, GO:0016740, GO:0016757, GO:0043226, GO:0044464",1.83111393,-0.580212035,2.005525169,-2.411325966,0.174411239,2.585737205,-1.83111393,0.580212035,-2.005525169,2.411325966,-0.174411239,-2.585737205
"106","AT1G05562",NA,NA,NA,NA,NA,"",1.830181628,-0.557964055,2.161059702,-2.388145684,0.330878073,2.719023757,-1.830181628,0.557964055,-2.161059702,2.388145684,-0.330878073,-2.719023757
"107","AT1G05590","ATHEX3","Encodes a protein with &#946;-hexosaminidase activity (the enzyme is active with p-nitrophenyl-&#946;-N-acetylglucosaminide as substrate but displayed only a minor activity toward p-nitrophenyl-&#946;-N-acetylgalactosaminide). Chitotriose-PA was digested almost completely overnight by a 50% ammonium sulfate fraction of a supernatant yeast expressing AtHEX3.","NM_001331557",837064,"3702.AT1G05590.1","GO:0003824, GO:0005975, GO:0005976, GO:0006629, GO:0008152, GO:0016787, GO:0016799, GO:0044238",0.634370667,-0.151084195,0.664658323,-0.785454863,0.030287656,0.815742518,-0.634370667,0.151084195,-0.664658323,0.785454863,-0.030287656,-0.815742518
"108","AT1G05630","5PTASE13","Encodes an inositol polyphosphate 5-phosphatase with phosphatase activity toward only Ins(1,4,5)P3.  Induced in response to ABA and wounding treatments. Expressed in young seedlings and flowers, while no transcripts were detectable in maturated roots, stems, and rosette leaves Modulates the development of cotyledon veins through its regulation of auxin homeostasis. Involved in blue light lightstimulated  increase in cytosolic calcium ion.","NM_001035899",837069,"3702.AT1G05630.1","GO:0005975, GO:0005996, GO:0006629, GO:0006644, GO:0006796, GO:0006810, GO:0006886, GO:0006897, GO:0006898, GO:0008152, GO:0009987, GO:0015031, GO:0016192, GO:0044238, GO:0051179",0.903626166,0.094904487,0.918680568,-0.808721679,0.015054402,0.823776081,-0.903626166,-0.094904487,-0.918680568,0.808721679,-0.015054402,-0.823776081
"109","AT1G05710",NA,NA,"NM_001197987",837078,NA,"",-1.309524681,0.368517184,-1.004589546,1.678041865,0.304935135,-1.37310673,1.309524681,-0.368517184,1.004589546,-1.678041865,-0.304935135,1.37310673
"110","AT1G05810","ARA",NA,"NM_001331584",837091,"3702.AT1G05810.1","GO:0005622, GO:0005737, GO:0006996, GO:0009987, GO:0016023, GO:0016043, GO:0043226, GO:0044464, GO:0071840, NA",0.504059161,0.662554439,0.406499836,0.158495277,-0.097559325,-0.256054602,-0.504059161,-0.662554439,-0.406499836,-0.158495277,0.097559325,0.256054602
"111","AT1G05860",NA,NA,"NM_001331590",837096,NA,NA,0.187361015,-0.109497261,0.271311475,-0.296858276,0.08395046,0.380808736,-0.187361015,0.109497261,-0.271311475,0.296858276,-0.08395046,-0.380808736
"112","AT1G05900","ATNTH2",NA,"NM_100471",837100,"3702.AT1G05900.2","GO:0003676, GO:0003824, GO:0004518, GO:0004520, GO:0005488, GO:0006139, GO:0006259, GO:0006281, GO:0008152, GO:0016787, GO:0016788, GO:0016799, GO:0044238",1.122565996,-0.492144764,1.215071098,-1.614710759,0.092505102,1.707215862,-1.122565996,0.492144764,-1.215071098,1.614710759,-0.092505102,-1.707215862
"113","AT1G06060",NA,NA,"NM_001331611",837115,NA,"GO:0005215, GO:0006810, GO:0006886, GO:0015031, GO:0022857, GO:0051169, GO:0051179",0.175384874,0.226472263,0.406863849,0.05108739,0.231478975,0.180391586,-0.175384874,-0.226472263,-0.406863849,-0.05108739,-0.231478975,-0.180391586
"114","AT1G06090",NA,NA,"NM_100490",837118,NA,NA,-2.625752695,0.156670781,-2.848517391,2.782423476,-0.222764697,-3.005188173,2.625752695,-0.156670781,2.848517391,-2.782423476,0.222764697,3.005188173
"115","AT1G06130","GLX2-4",NA,"NM_100494",837122,"3702.AT1G06130.1",NA,0.951448115,0.246677554,1.105064633,-0.704770561,0.153616518,0.858387079,-0.951448115,-0.246677554,-1.105064633,0.704770561,-0.153616518,-0.858387079
"116","AT1G06180","ATMYB13","member of MYB3R- and R2R3- type MYB- encoding genes","NM_100499",837127,"3702.AT1G06180.1","GO:0000981, GO:0000988, GO:0000989, GO:0001071, GO:0001076, GO:0003676, GO:0003677, GO:0003700, GO:0005488, GO:0005515, GO:0005622, GO:0005634, GO:0006139, GO:0006351, GO:0006357, GO:0006366, GO:0006807, GO:0008152, GO:0009058, GO:0009987, GO:0016070, GO:0019219, GO:0030154, GO:0032502, GO:0043226, GO:0044238, GO:0044464, GO:0050789, GO:0065007",-0.37083872,-0.148914417,-0.310001617,0.221924303,0.060837103,-0.1610872,0.37083872,0.148914417,0.310001617,-0.221924303,-0.060837103,0.1610872
"117","AT1G06380",NA,NA,"NM_100518",837149,NA,"GO:0003676, GO:0003723, GO:0005488, GO:0005622, GO:0005737, GO:0005829, GO:0005840, GO:0006139, GO:0006412, GO:0006807, GO:0008152, GO:0009058, GO:0009987, GO:0016070, GO:0016072, GO:0019538, GO:0030529, GO:0032991, GO:0043226, GO:0044085, GO:0044238, GO:0044464, GO:0071840",-0.059696392,-0.270411142,0.008845912,-0.21071475,0.068542304,0.279257054,0.059696392,0.270411142,-0.008845912,0.21071475,-0.068542304,-0.279257054
"118","AT1G06515",NA,NA,"NM_001084000",5007668,NA,NA,-0.344297905,0.122531424,-0.397920675,0.466829328,-0.05362277,-0.520452099,0.344297905,-0.122531424,0.397920675,-0.466829328,0.05362277,0.520452099
"119","AT1G06570","HPD","Mutation of the PDS1 locus disrupts the activity of p-hydroxyphenylpyruvate dioxygenase (HPPDase), the first committed step in the synthesis of both plastoquinone and tocopherols in plants.","NM_001160839",837168,"3702.AT1G06570.1",NA,1.951935599,-0.175052069,2.008754545,-2.126987668,0.056818945,2.183806614,-1.951935599,0.175052069,-2.008754545,2.126987668,-0.056818945,-2.183806614
"120","AT1G06573",NA,NA,NA,NA,NA,"",0.2442527,0.447128151,0.245958833,0.202875451,0.001706133,-0.201169318,-0.2442527,-0.447128151,-0.245958833,-0.202875451,-0.001706133,0.201169318
"121","AT1G06590",NA,NA,"NM_100538",837170,NA,NA,-0.558422495,0.04797378,-0.581073001,0.606396276,-0.022650506,-0.629046781,0.558422495,-0.04797378,0.581073001,-0.606396276,0.022650506,0.629046781
"122","AT1G06630",NA,NA,"NM_001160840",837172,NA,NA,-0.03122136,0.287422668,0.057153907,0.318644028,0.088375267,-0.230268761,0.03122136,-0.287422668,-0.057153907,-0.318644028,-0.088375267,0.230268761
"123","AT1G06650",NA,"encodes a protein whose sequence is similar to 2-oxoglutarate-dependent dioxygenase","NM_100542",837175,NA,"",2.07182169,-0.015568328,2.223015606,-2.087390018,0.151193916,2.238583934,-2.07182169,0.015568328,-2.223015606,2.087390018,-0.151193916,-2.238583934
"124","AT1G06710","MTSF1",NA,"NM_001331645",837181,NA,"GO:0003676, GO:0003723, GO:0003824, GO:0004672, GO:0004872, GO:0005215, GO:0005488, GO:0006464, GO:0006468, GO:0006810, GO:0006886, GO:0008152, GO:0015031, GO:0016301, GO:0016740, GO:0019199, GO:0019538, GO:0022857, GO:0044238, GO:0051179",-0.443412636,-0.285924124,-0.55360997,0.157488512,-0.110197334,-0.267685847,0.443412636,0.285924124,0.55360997,-0.157488512,0.110197334,0.267685847
"125","AT1G06730",NA,NA,"NM_100550",837184,NA,"GO:0003824, GO:0005975, GO:0005996, GO:0006139, GO:0008152, GO:0016301, GO:0016740, GO:0019200, GO:0019201, GO:0044238",0.379231049,-0.270536015,0.383146197,-0.649767064,0.003915148,0.653682212,-0.379231049,0.270536015,-0.383146197,0.649767064,-0.003915148,-0.653682212
"126","AT1G06790",NA,NA,"NM_100556",837190,NA,"GO:0003824, GO:0003899, GO:0005622, GO:0005634, GO:0005654, GO:0006139, GO:0006351, GO:0006807, GO:0008152, GO:0009058, GO:0009987, GO:0016070, GO:0016740, GO:0016779, GO:0032991, GO:0043226, GO:0043234, GO:0044238, GO:0044464",-0.025750861,-0.093018131,-0.112427657,-0.06726727,-0.086676796,-0.019409526,0.025750861,0.093018131,0.112427657,0.06726727,0.086676796,0.019409526
